Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,string,integer,float
J90A01010,JUL02IMAGE01011,16 23 41.890,-26 30 28.24,7,2004-08-09 09:10:42,2004-08-09 11:26:26,4872.508,ACS   ,WFC,F606W;CLEAR2L,5919.270,10146,2005-08-09 09:31:00,J90A01010,,,1.798
J90A06010,JUL02IMAGE01011,16 23 41.890,-26 30 28.24,7,2005-06-27 12:01:02,2005-06-27 14:17:16,4826.000,ACS   ,WFC,F775W;CLEAR2L,7693.740,10146,2006-06-27 12:21:10,J90A06010,,,1.798
J8FE01010,NGC6121-CALIB,16 23 41.895,-26 30 28.24,5,2002-07-14 02:42:23,2002-07-14 04:28:33,1440.000,ACS   ,WFC,F775W;CLEAR2L,7693.320,9578,2002-07-14 13:10:36,J8FE01010,,,1.799
J8FE01011,NGC6121-CALIB,16 23 41.895,-26 30 28.24,5,2002-07-14 02:42:23,2002-07-14 02:56:40,720.000,ACS   ,WFC,F775W;CLEAR2L,7693.320,9578,2002-07-14 13:10:36,,,,1.799
U5DZ020AM,M4-NEAR,16 23 42.770,-26 30 48.55,4,2000-04-27 23:29:14,2000-04-27 23:40:54,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,8153,2001-04-28 16:04:28,U5DZ020AM,,,1.800
J8FE02012,NGC6121-CALIB,16 23 41.924,-26 30 28.68,5,2003-01-19 19:37:51,2003-01-19 19:52:09,720.000,ACS   ,WFC,F775W;CLEAR2L,7693.394,9578,2003-01-20 15:49:40,,,,1.800
U5DZ0207R,M4-NEAR,16 23 42.778,-26 30 48.03,4,2000-04-27 20:36:14,2000-04-27 20:47:54,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,8153,2001-04-28 06:29:18,U5DZ0207R,,,1.805
U5DZ0201R,M4-NEAR,16 23 42.791,-26 30 48.32,4,2000-04-27 18:50:14,2000-04-27 19:01:54,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,8153,2001-04-28 05:16:03,U5DZ0201R,,,1.806
U5DZ0202R,M4-NEAR,16 23 42.791,-26 30 48.32,4,2000-04-27 19:07:14,2000-04-27 19:07:34,20.000,WFPC2 ,PC1-FIX,F814W,8012.000,8153,2001-04-28 04:58:19,U5DZ0202R,,,1.806
U2HE040ET,M4-1-CORE-RADIUS,16 23 42.828,-26 30 49.18,24,1995-04-07 19:21:17,1995-04-07 19:37:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 15:26:18,U2HE040ET,,,1.807
U2HE040DT,M4-1-CORE-RADIUS,16 23 42.830,-26 30 49.22,24,1995-04-07 18:06:17,1995-04-07 18:22:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 15:20:49,U2HE040DT,,,1.808
U2HE040FT,M4-1-CORE-RADIUS,16 23 42.829,-26 30 49.11,24,1995-04-07 19:43:17,1995-04-07 19:59:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 15:31:05,U2HE040FT,,,1.808
U2HE040CT,M4-1-CORE-RADIUS,16 23 42.835,-26 30 49.22,24,1995-04-07 17:44:17,1995-04-07 18:00:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 15:16:03,U2HE040CT,,,1.809
U2HE0401T,M4-1-CORE-RADIUS,16 23 42.830,-26 30 48.99,24,1995-04-07 08:38:17,1995-04-07 08:54:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-07 22:15:14,U2HE0401T,,,1.809
U2HE040BT,M4-1-CORE-RADIUS,16 23 42.839,-26 30 49.24,24,1995-04-07 16:30:17,1995-04-07 16:46:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 15:09:52,U2HE040BT,,,1.809
U2HE030FT,M4-1-CORE-RADIUS,16 23 42.835,-26 30 49.03,24,1995-02-09 03:56:17,1995-02-09 04:07:57,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,5461,1996-02-09 14:39:47,U2HE030FT,,,1.810
U2HE030GT,M4-1-CORE-RADIUS,16 23 42.835,-26 30 49.03,24,1995-02-09 04:11:17,1995-02-09 04:36:17,1500.000,WFPC2 ,PC1-FIX,F336W,3344.000,5461,1996-02-09 14:43:59,U2HE030GT,,,1.810
U2HE0402T,M4-1-CORE-RADIUS,16 23 42.833,-26 30 48.96,24,1995-04-07 09:41:17,1995-04-07 09:57:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-07 22:19:58,U2HE0402T,,,1.810
U2HE030DT,M4-1-CORE-RADIUS,16 23 42.837,-26 30 49.09,24,1995-02-09 02:20:17,1995-02-09 02:31:57,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,5461,1996-02-09 14:30:53,U2HE030DT,,,1.810
U2HE030ET,M4-1-CORE-RADIUS,16 23 42.837,-26 30 49.09,24,1995-02-09 02:35:17,1995-02-09 03:00:17,1500.000,WFPC2 ,PC1-FIX,F336W,3344.000,5461,1996-02-09 14:35:30,U2HE030ET,,,1.810
U2HE040AT,M4-1-CORE-RADIUS,16 23 42.844,-26 30 49.25,24,1995-04-07 16:08:17,1995-04-07 16:24:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 15:03:36,U2HE040AT,,,1.810
U2HE0301T,M4-1-CORE-RADIUS,16 23 42.836,-26 30 48.93,24,1995-02-08 16:48:17,1995-02-08 16:58:17,600.000,WFPC2 ,PC1-FIX,F814W,8012.000,5461,1996-02-08 22:51:59,U2HE0301T,,,1.811
U2HE0302T,M4-1-CORE-RADIUS,16 23 42.836,-26 30 48.93,24,1995-02-08 17:02:17,1995-02-08 17:23:57,1300.000,WFPC2 ,PC1-FIX,F336W,3344.000,5461,1996-02-08 22:56:32,U2HE0302T,,,1.811
U2HE0403T,M4-1-CORE-RADIUS,16 23 42.838,-26 30 48.97,24,1995-04-07 10:03:17,1995-04-07 10:19:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-07 22:24:46,U2HE0403T,,,1.811
U2HE0409T,M4-1-CORE-RADIUS,16 23 42.847,-26 30 49.22,24,1995-04-07 14:53:17,1995-04-07 15:09:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 14:58:31,U2HE0409T,,,1.811
U2HE030BT,M4-1-CORE-RADIUS,16 23 42.845,-26 30 49.10,24,1995-02-09 00:41:17,1995-02-09 00:52:57,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,5461,1996-02-09 14:21:59,U2HE030BT,,,1.811
U2HE030CT,M4-1-CORE-RADIUS,16 23 42.845,-26 30 49.10,24,1995-02-09 00:56:17,1995-02-09 01:21:17,1500.000,WFPC2 ,PC1-FIX,F336W,3344.000,5461,1996-02-09 14:26:24,U2HE030CT,,,1.811
U2HE0408T,M4-1-CORE-RADIUS,16 23 42.848,-26 30 49.16,24,1995-04-07 14:31:17,1995-04-07 14:47:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 14:53:45,U2HE0408T,,,1.812
U2HE0404T,M4-1-CORE-RADIUS,16 23 42.842,-26 30 48.98,24,1995-04-07 11:18:17,1995-04-07 11:34:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-07 22:29:16,U2HE0404T,,,1.812
U2HE0303T,M4-1-CORE-RADIUS,16 23 42.840,-26 30 48.89,24,1995-02-08 18:15:17,1995-02-08 18:26:57,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,5461,1996-02-09 13:44:58,U2HE0303T,,,1.812
U2HE0304T,M4-1-CORE-RADIUS,16 23 42.840,-26 30 48.89,24,1995-02-08 18:30:17,1995-02-08 18:55:17,1500.000,WFPC2 ,PC1-FIX,F336W,3344.000,5461,1996-02-09 13:49:47,U2HE0304T,,,1.812
U2HE0407T,M4-1-CORE-RADIUS,16 23 42.848,-26 30 49.09,24,1995-04-07 13:17:17,1995-04-07 13:33:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 14:47:14,U2HE0407T,,,1.812
U2HE0309T,M4-1-CORE-RADIUS,16 23 42.849,-26 30 49.06,24,1995-02-08 23:05:17,1995-02-08 23:16:57,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,5461,1996-02-09 14:13:10,U2HE0309T,,,1.813
U2HE030AT,M4-1-CORE-RADIUS,16 23 42.849,-26 30 49.06,24,1995-02-08 23:20:17,1995-02-08 23:45:17,1500.000,WFPC2 ,PC1-FIX,F336W,3344.000,5461,1996-02-09 14:17:34,U2HE030AT,,,1.813
U2HE0405T,M4-1-CORE-RADIUS,16 23 42.847,-26 30 48.99,24,1995-04-07 11:40:17,1995-04-07 11:56:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-07 22:33:51,U2HE0405T,,,1.813
U2HE0406T,M4-1-CORE-RADIUS,16 23 42.849,-26 30 49.03,24,1995-04-07 12:55:17,1995-04-07 13:11:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,5461,1996-04-08 14:40:25,U2HE0406T,,,1.813
U5DZ0206R,M4-NEAR,16 23 42.829,-26 30 48.37,4,2000-04-27 20:19:14,2000-04-27 20:30:54,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,8153,2001-04-28 05:18:49,U5DZ0206R,,,1.813
U2HE0305T,M4-1-CORE-RADIUS,16 23 42.847,-26 30 48.91,24,1995-02-08 19:52:17,1995-02-08 20:03:57,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,5461,1996-02-09 13:55:33,U2HE0305T,,,1.813
U2HE0306T,M4-1-CORE-RADIUS,16 23 42.847,-26 30 48.91,24,1995-02-08 20:07:17,1995-02-08 20:32:17,1500.000,WFPC2 ,PC1-FIX,F336W,3344.000,5461,1996-02-09 13:59:54,U2HE0306T,,,1.813
U2HE0307T,M4-1-CORE-RADIUS,16 23 42.850,-26 30 48.97,24,1995-02-08 21:28:17,1995-02-08 21:39:57,700.000,WFPC2 ,PC1-FIX,F814W,8012.000,5461,1996-02-09 14:04:29,U2HE0307T,,,1.813
U2HE0308T,M4-1-CORE-RADIUS,16 23 42.850,-26 30 48.97,24,1995-02-08 21:43:17,1995-02-08 22:08:17,1500.000,WFPC2 ,PC1-FIX,F336W,3344.000,5461,1996-02-09 14:08:49,U2HE0308T,,,1.813
IBQJ01060,M-4,16 23 41.752,-26 30 20.12,4,2012-04-17 00:17:44,2012-04-17 03:47:29,5499.000,WFC3  ,UVIS-IR-FIX,F390W,3922.350,12602,2013-04-17 14:41:14,IBQJ01060,,,1.857
IBQJ01040,M-4,16 23 41.716,-26 30 19.01,4,2012-04-16 19:43:56,2012-04-16 21:22:51,2611.751,WFC3  ,IR-UVIS-FIX,F110W,11534.459,12602,2013-04-17 02:04:07,IBQJ01040,,,1.863
IBQJ01050,M-4,16 23 41.716,-26 30 19.01,4,2012-04-16 21:23:54,2012-04-16 23:14:17,2611.751,WFC3  ,IR-UVIS-FIX,F110W,11534.459,12602,2013-04-17 02:05:53,IBQJ01050,,,1.863
IBQJ02050,M-4,16 23 41.716,-26 30 19.01,4,2012-04-20 20:46:09,2012-04-20 21:32:46,2611.751,WFC3  ,IR-UVIS-FIX,F160W,15369.176,12602,2013-04-21 01:48:30,IBQJ02050,,,1.863
IBQJ02060,M-4,16 23 41.716,-26 30 19.01,4,2012-04-20 22:21:28,2012-04-20 23:08:05,2611.751,WFC3  ,IR-UVIS-FIX,F160W,15369.176,12602,2013-04-21 03:26:01,IBQJ02060,,,1.863
IBQJ02070,M-4,16 23 41.716,-26 30 19.01,4,2012-04-20 23:57:39,2012-04-21 00:44:16,2611.751,WFC3  ,IR-UVIS-FIX,F160W,15369.176,12602,2013-04-21 05:51:11,IBQJ02070,,,1.863
IBQJ02080,M-4,16 23 41.716,-26 30 19.01,4,2012-04-21 01:28:00,2012-04-21 02:14:37,2611.751,WFC3  ,IR-UVIS-FIX,F160W,15369.176,12602,2013-04-21 05:53:57,IBQJ02080,,,1.863
ID7J01010,M-4,16 23 41.944,-26 30 12.64,1,2017-03-27 01:13:20,2017-03-27 03:00:18,2611.751,WFC3  ,IR-UVIS-FIX,F110W,11534.459,14725,2018-03-27 09:18:15,ID7J01010,,,1.972
ID7J02010,M-4-V2,16 23 42.083,-26 29 52.64,1,2017-07-25 20:13:18,2017-07-25 21:00:11,2611.751,WFC3  ,IR-UVIS-FIX,F110W,11534.459,14725,2018-07-26 01:33:39,ID7J02010,,,2.229
