Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,string,integer,float
IC0512DXQ,M-4,16 23 37.240,-26 31 30.25,6,2013-02-11 14:48:48,2013-02-11 14:49:08,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-02-11 17:59:57,IC0512DXQ,,,0.413
IC0578010,M-4,16 23 37.247,-26 31 31.60,6,2013-07-05 16:52:22,2013-07-05 17:33:58,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-06 00:37:49,IC0578010,,,0.413
IC0578B9Q,M-4,16 23 37.247,-26 31 31.60,6,2013-07-05 16:49:26,2013-07-05 16:49:46,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-06 00:32:58,IC0578B9Q,,,0.413
IC0580010,M-4,16 23 35.878,-26 31 07.92,6,2013-07-06 03:18:22,2013-07-06 04:39:28,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-07-06 10:03:32,IC0580010,,,0.413
IC0580020,M-4,16 23 35.878,-26 31 07.92,6,2013-07-06 03:57:52,2013-07-06 04:30:42,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-06 10:04:48,IC0580020,,,0.413
IC0588010,M-4,16 23 37.242,-26 31 34.93,6,2013-07-30 08:33:50,2013-07-30 09:15:26,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-31 16:43:16,IC0588010,,,0.415
IC0588ICQ,M-4,16 23 37.242,-26 31 34.93,6,2013-07-30 08:30:54,2013-07-30 08:31:14,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-30 13:53:30,IC0588ICQ,,,0.415
IC0532010,M-4,16 23 37.241,-26 31 34.99,6,2013-04-01 17:42:10,2013-04-01 18:23:46,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-01 20:50:47,IC0532010,,,0.415
IC0532E7Q,M-4,16 23 37.241,-26 31 34.99,6,2013-04-01 17:39:14,2013-04-01 17:39:34,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-01 20:43:41,IC0532E7Q,,,0.415
IC0598010,M-4,16 23 37.206,-26 31 38.22,6,2013-08-23 16:25:14,2013-08-23 17:59:01,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-23 21:30:33,IC0598010,,,0.418
IC0598E7Q,M-4,16 23 37.206,-26 31 38.22,6,2013-08-23 16:22:18,2013-08-23 16:22:38,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-08-23 18:11:33,IC0598E7Q,,,0.418
IC0542010,M-4,16 23 37.128,-26 31 41.93,6,2013-04-24 17:42:35,2013-04-24 19:12:48,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 00:58:17,IC0542010,,,0.421
IC0542SWQ,M-4,16 23 37.128,-26 31 41.93,6,2013-04-24 17:39:39,2013-04-24 17:39:59,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-24 20:53:43,IC0542SWQ,,,0.421
IC0545010,M-4,16 23 35.912,-26 31 56.22,6,2013-04-25 17:26:11,2013-04-25 18:07:47,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 21:01:46,IC0545010,,,0.422
IC0545Y6Q,M-4,16 23 35.912,-26 31 56.22,6,2013-04-25 17:23:15,2013-04-25 17:23:35,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-25 20:50:53,IC0545Y6Q,,,0.422
IC0570010,M-4,16 23 35.446,-26 31 06.57,6,2013-06-12 10:38:08,2013-06-12 11:22:40,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-06-12 14:10:33,IC0570010,,,0.422
IC0570020,M-4,16 23 35.446,-26 31 06.57,6,2013-06-12 10:41:04,2013-06-12 11:13:54,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-12 14:11:39,IC0570020,,,0.422
IC050I010,M-4,16 23 37.105,-26 31 42.76,6,2013-09-15 14:24:41,2013-09-15 15:06:17,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-15 21:27:32,IC050I010,,,0.422
IC050IKOQ,M-4,16 23 37.105,-26 31 42.76,6,2013-09-15 14:21:45,2013-09-15 14:22:05,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-09-15 16:55:08,IC050IKOQ,,,0.422
IC050S010,M-4,16 23 36.946,-26 31 47.00,6,2012-10-10 16:53:36,2012-10-10 17:35:12,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-10 22:01:32,IC050S010,,,0.428
IC050SNVQ,M-4,16 23 36.946,-26 31 47.00,6,2012-10-10 16:50:40,2012-10-10 16:51:00,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2012-10-10 21:09:09,IC050SNVQ,,,0.428
IC0552010,M-4,16 23 36.659,-26 31 51.89,6,2013-05-18 12:39:17,2013-05-18 13:20:53,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-20 14:25:21,IC0552010,,,0.437
IC0552FEQ,M-4,16 23 36.659,-26 31 51.89,6,2013-05-18 12:36:21,2013-05-18 12:36:41,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-05-18 14:31:04,IC0552FEQ,,,0.437
IC050P010,M-4,16 23 34.020,-26 31 13.20,6,2012-10-09 20:12:05,2012-10-09 21:46:16,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-10 05:45:36,IC050P010,,,0.438
IC050PJQQ,M-4,16 23 34.020,-26 31 13.20,6,2012-10-09 20:09:09,2012-10-09 20:09:29,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2012-10-10 03:44:33,IC050PJQQ,,,0.438
IC0555010,M-4,16 23 35.107,-26 31 57.95,6,2013-05-18 17:26:27,2013-05-18 18:08:03,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-18 20:48:36,IC0555010,,,0.440
IC0555GHQ,M-4,16 23 35.107,-26 31 57.95,6,2013-05-18 17:23:31,2013-05-18 17:23:51,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-05-18 20:41:55,IC0555GHQ,,,0.440
IC050T010,M-4,16 23 35.823,-26 31 05.83,6,2012-10-10 18:29:22,2012-10-10 19:10:58,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-11 02:21:27,IC050T010,,,0.444
IC050TO8Q,M-4,16 23 35.823,-26 31 05.83,6,2012-10-10 18:26:26,2012-10-10 18:26:46,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2012-10-10 21:56:50,IC050TO8Q,,,0.444
IC050F010,M-4,16 23 33.786,-26 31 16.29,6,2013-09-15 09:37:43,2013-09-15 10:19:19,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-15 14:18:15,IC050F010,,,0.445
IC050FJDQ,M-4,16 23 33.786,-26 31 16.29,6,2013-09-15 09:34:47,2013-09-15 09:35:07,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-09-15 13:23:10,IC050FJDQ,,,0.445
IC0595010,M-4,16 23 33.596,-26 31 19.88,6,2013-08-23 06:42:02,2013-08-23 07:23:38,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-23 10:58:35,IC0595010,,,0.450
IC0595CBQ,M-4,16 23 33.596,-26 31 19.88,6,2013-08-23 06:39:06,2013-08-23 06:39:26,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-08-23 09:32:58,IC0595CBQ,,,0.450
IC050J010,M-4,16 23 35.466,-26 31 04.84,6,2013-09-15 16:00:22,2013-09-15 16:41:58,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-15 21:32:17,IC050J010,,,0.451
IC050JL1Q,M-4,16 23 35.466,-26 31 04.84,6,2013-09-15 15:57:26,2013-09-15 15:57:46,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-09-15 21:24:01,IC050JL1Q,,,0.451
IC0558010,M-4,16 23 34.684,-26 31 06.44,6,2013-05-19 14:10:47,2013-05-19 14:52:23,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-20 15:49:33,IC0558010,,,0.453
IC0558MEQ,M-4,16 23 34.684,-26 31 06.44,6,2013-05-19 14:07:51,2013-05-19 14:08:11,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-05-19 16:06:14,IC0558MEQ,,,0.453
IC0585010,M-4,16 23 33.491,-26 31 22.63,6,2013-07-29 16:37:07,2013-07-29 17:18:43,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-29 23:19:07,IC0585010,,,0.454
IC0585EEQ,M-4,16 23 33.491,-26 31 22.63,6,2013-07-29 16:34:11,2013-07-29 16:34:31,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-29 23:12:51,IC0585EEQ,,,0.454
IC0575010,M-4,16 23 33.413,-26 31 25.54,6,2013-07-05 12:15:07,2013-07-05 12:56:43,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-05 16:24:57,IC0575010,,,0.457
IC0575A6Q,M-4,16 23 33.413,-26 31 25.54,6,2013-07-05 12:12:11,2013-07-05 12:12:31,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-05 13:11:30,IC0575A6Q,,,0.457
IC0599010,M-4,16 23 35.102,-26 31 04.69,6,2013-08-23 19:14:41,2013-08-23 19:56:17,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-23 23:04:12,IC0599010,,,0.458
IC0599EKQ,M-4,16 23 35.102,-26 31 04.69,6,2013-08-23 18:33:27,2013-08-23 18:33:47,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-08-23 21:26:39,IC0599EKQ,,,0.458
IC0565010,M-4,16 23 33.339,-26 31 31.18,6,2013-06-11 13:57:17,2013-06-11 14:38:53,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-11 17:26:46,IC0565010,,,0.461
IC0565JWQ,M-4,16 23 33.339,-26 31 31.18,6,2013-06-11 13:54:21,2013-06-11 13:54:41,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-06-11 17:12:57,IC0565JWQ,,,0.461
IC0589010,M-4,16 23 34.848,-26 31 05.09,6,2013-07-30 10:09:30,2013-07-30 10:51:06,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-30 21:54:47,IC0589010,,,0.463
IC0589IPQ,M-4,16 23 34.848,-26 31 05.09,6,2013-07-30 10:06:34,2013-07-30 10:06:54,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-30 16:37:19,IC0589IPQ,,,0.463
IC0579010,M-4,16 23 34.600,-26 31 05.90,6,2013-07-06 01:27:39,2013-07-06 02:46:12,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-06 05:49:27,IC0579010,,,0.468
IC0579DLQ,M-4,16 23 34.600,-26 31 05.90,6,2013-07-06 01:24:43,2013-07-06 01:25:03,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-06 05:40:25,IC0579DLQ,,,0.468
IC0548010,M-4,16 23 33.908,-26 31 11.94,6,2013-04-25 09:39:29,2013-04-25 11:05:13,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 12:54:48,IC0548010,,,0.471
IC0548WQQ,M-4,16 23 33.908,-26 31 11.94,6,2013-04-25 09:36:33,2013-04-25 09:36:53,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-25 12:41:50,IC0548WQQ,,,0.471
IC0530010,M-4,16 23 34.251,-26 31 55.56,6,2013-03-08 19:14:27,2013-03-08 19:58:59,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-03-09 03:10:48,IC0530010,,,0.471
IC0530020,M-4,16 23 34.251,-26 31 55.56,6,2013-03-08 19:17:23,2013-03-08 19:50:13,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-09 03:10:50,IC0530020,,,0.471
IC0510010,M-4,16 23 33.970,-26 31 52.96,6,2013-01-19 17:51:29,2013-01-19 18:36:01,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-01-19 22:33:01,IC0510010,,,0.475
IC0510020,M-4,16 23 33.970,-26 31 52.96,6,2013-01-19 17:54:25,2013-01-19 18:27:15,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-19 22:34:16,IC0510020,,,0.475
IC0560010,M-4,16 23 33.273,-26 31 29.66,6,2013-05-19 17:19:17,2013-05-19 18:03:49,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-05-20 00:09:29,IC0560010,,,0.477
IC0560020,M-4,16 23 33.273,-26 31 29.66,6,2013-05-19 17:22:13,2013-05-19 17:55:03,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-20 00:13:30,IC0560020,,,0.477
IC0520010,M-4,16 23 33.795,-26 31 50.76,6,2013-02-12 14:44:19,2013-02-12 16:29:58,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-02-12 22:35:37,IC0520010,,,0.477
IC0520020,M-4,16 23 33.795,-26 31 50.76,6,2013-02-12 14:47:15,2013-02-12 16:21:12,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-13 14:56:51,IC0520020,,,0.477
IC0569010,M-4,16 23 34.167,-26 31 08.46,6,2013-06-12 09:05:25,2013-06-12 09:47:01,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-12 12:15:52,IC0569010,,,0.478
IC0569ORQ,M-4,16 23 34.167,-26 31 08.46,6,2013-06-12 09:02:29,2013-06-12 09:02:49,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-06-12 12:04:00,IC0569ORQ,,,0.478
IC0529010,M-4,16 23 35.483,-26 32 00.53,6,2013-03-08 17:41:41,2013-03-08 18:23:17,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-08 22:14:39,IC0529010,,,0.478
IC0529NYQ,M-4,16 23 35.483,-26 32 00.53,6,2013-03-08 17:38:45,2013-03-08 17:39:05,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-03-08 18:56:21,IC0529NYQ,,,0.478
IC0540010,M-4,16 23 33.583,-26 31 47.17,6,2013-04-02 17:34:38,2013-04-02 18:19:10,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-04-02 22:27:01,IC0540010,,,0.480
IC0540020,M-4,16 23 33.583,-26 31 47.17,6,2013-04-02 17:37:34,2013-04-02 18:10:24,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-02 22:27:27,IC0540020,,,0.480
IC0538010,M-4,16 23 33.552,-26 31 17.21,6,2013-04-02 03:16:20,2013-04-02 03:57:56,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-02 06:01:12,IC0538010,,,0.480
IC0538HJQ,M-4,16 23 33.552,-26 31 17.21,6,2013-04-02 03:13:24,2013-04-02 03:13:44,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-02 05:54:22,IC0538HJQ,,,0.480
IC0550010,M-4,16 23 33.360,-26 31 40.99,6,2013-04-25 14:11:51,2013-04-25 14:56:23,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-04-25 19:11:29,IC0550010,,,0.481
IC0550020,M-4,16 23 33.360,-26 31 40.99,6,2013-04-25 14:14:47,2013-04-25 14:47:37,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 19:48:52,IC0550020,,,0.481
IC0509010,M-4,16 23 35.119,-26 32 00.73,6,2013-01-19 16:18:39,2013-01-19 17:00:15,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-19 20:57:21,IC0509010,,,0.485
IC0509SRQ,M-4,16 23 35.119,-26 32 00.73,6,2013-01-19 16:15:43,2013-01-19 16:16:03,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-01-19 17:28:01,IC0509SRQ,,,0.485
IC0518010,M-4,16 23 33.377,-26 31 21.33,6,2013-02-12 03:33:50,2013-02-12 04:15:26,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-12 07:12:31,IC0518010,,,0.485
IC0518H4Q,M-4,16 23 33.377,-26 31 21.33,6,2013-02-12 03:30:54,2013-02-12 03:31:14,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-02-12 05:53:42,IC0518H4Q,,,0.485
IC0508010,M-4,16 23 33.288,-26 31 24.43,6,2013-01-19 14:42:53,2013-01-19 15:24:29,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-19 17:32:21,IC0508010,,,0.489
IC0508SEQ,M-4,16 23 33.288,-26 31 24.43,6,2013-01-19 14:39:57,2013-01-19 14:40:17,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-01-19 17:26:05,IC0508SEQ,,,0.489
IC0519010,M-4,16 23 34.866,-26 32 00.35,6,2013-02-12 05:29:25,2013-02-12 07:16:59,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-12 10:32:39,IC0519010,,,0.490
IC0519HMQ,M-4,16 23 34.866,-26 32 00.35,6,2013-02-12 05:26:29,2013-02-12 05:26:49,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-02-12 07:10:00,IC0519HMQ,,,0.490
IC0528010,M-4,16 23 33.210,-26 31 29.06,6,2013-03-08 03:41:59,2013-03-08 05:28:44,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-08 08:48:08,IC0528010,,,0.492
IC0528LGQ,M-4,16 23 33.210,-26 31 29.06,6,2013-03-08 03:39:03,2013-03-08 03:39:23,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-03-08 07:00:27,IC0528LGQ,,,0.492
IC0562010,M-4,16 23 33.790,-26 31 52.01,6,2013-06-11 09:10:15,2013-06-11 09:51:51,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-11 11:39:30,IC0562010,,,0.492
IC0562ITQ,M-4,16 23 33.790,-26 31 52.01,6,2013-06-11 09:07:19,2013-06-11 09:07:39,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-06-11 10:15:18,IC0562ITQ,,,0.492
IC050M010,M-4,16 23 33.193,-26 31 31.83,6,2012-10-09 04:15:17,2012-10-09 04:56:53,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-09 06:43:21,IC050M010,,,0.494
IC050MGDQ,M-4,16 23 33.193,-26 31 31.83,6,2012-10-09 04:12:21,2012-10-09 04:12:41,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2012-10-09 05:45:16,IC050MGDQ,,,0.494
IC0572010,M-4,16 23 33.503,-26 31 47.19,6,2013-07-05 07:17:51,2013-07-05 07:59:27,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-05 15:21:27,IC0572010,,,0.495
IC0572Z2Q,M-4,16 23 33.503,-26 31 47.19,6,2013-07-05 07:14:55,2013-07-05 07:15:15,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-05 08:21:25,IC0572Z2Q,,,0.495
IC0539010,M-4,16 23 34.513,-26 31 59.11,6,2013-04-02 16:01:52,2013-04-02 16:43:28,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-02 20:16:33,IC0539010,,,0.495
IC0539JNQ,M-4,16 23 34.513,-26 31 59.11,6,2013-04-02 15:58:56,2013-04-02 15:59:16,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-02 17:46:01,IC0539JNQ,,,0.495
IC050C010,M-4,16 23 33.212,-26 31 36.57,6,2013-09-15 04:45:58,2013-09-15 05:27:34,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-15 09:34:26,IC050C010,,,0.496
IC050CHWQ,M-4,16 23 33.212,-26 31 36.57,6,2013-09-15 03:49:40,2013-09-15 03:50:00,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-09-15 07:48:27,IC050CHWQ,,,0.496
IC0582010,M-4,16 23 33.384,-26 31 44.28,6,2013-07-29 11:50:06,2013-07-29 12:31:42,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-29 15:41:42,IC0582010,,,0.496
IC0582D1Q,M-4,16 23 33.384,-26 31 44.28,6,2013-07-29 11:47:10,2013-07-29 11:47:30,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-29 13:39:11,IC0582D1Q,,,0.496
IC0592010,M-4,16 23 33.293,-26 31 41.19,6,2013-08-22 10:06:28,2013-08-22 11:30:34,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-22 13:47:16,IC0592010,,,0.496
IC0592YDQ,M-4,16 23 33.293,-26 31 41.19,6,2013-08-22 10:03:32,2013-08-22 10:03:52,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-08-22 11:59:58,IC0592YDQ,,,0.496
IC0549010,M-4,16 23 34.028,-26 31 55.75,6,2013-04-25 11:41:12,2013-04-25 13:07:09,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 15:56:26,IC0549010,,,0.503
IC0549X3Q,M-4,16 23 34.028,-26 31 55.75,6,2013-04-25 11:38:16,2013-04-25 11:38:36,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-25 13:35:06,IC0549X3Q,,,0.503
UBAI6001M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 14:35:12,2009-04-11 14:41:52,400.000,WFPC2 ,PC1-FIX,F170W,1770.000,11975,2009-04-11 18:09:27,UBAI6001M,,,0.506
UBAI6002M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 14:44:12,2009-04-11 14:50:52,400.000,WFPC2 ,PC1-FIX,F170W,1770.000,11975,2009-04-11 18:11:50,UBAI6002M,,,0.506
UBAI6003M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 14:56:12,2009-04-11 15:02:52,400.000,WFPC2 ,PC1-FIX,F170W,1770.000,11975,2009-04-11 18:13:07,UBAI6003M,,,0.506
UBAI6004M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 15:06:12,2009-04-11 15:06:12,0.230,WFPC2 ,PC1-FIX,F555W,5439.000,11975,2009-04-11 18:14:34,UBAI6004M,,,0.506
UBAI6005M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 15:08:12,2009-04-11 15:08:24,12.000,WFPC2 ,PC1-FIX,F555W,5439.000,11975,2009-04-11 18:16:05,UBAI6005M,,,0.506
UBAI6006M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 15:11:12,2009-04-11 15:11:24,12.000,WFPC2 ,PC1-FIX,F336W,3344.000,11975,2009-04-11 18:17:51,UBAI6006M,,,0.506
UBAI6007M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 16:07:12,2009-04-11 16:09:12,120.000,WFPC2 ,PC1-FIX,F336W,3344.000,11975,2009-04-11 18:19:07,UBAI6007M,,,0.506
UBAI6008M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 16:14:12,2009-04-11 16:22:32,500.000,WFPC2 ,PC1-FIX,F255W,2599.000,11975,2009-04-11 18:20:17,UBAI6008M,,,0.506
UBAI6009M,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 16:25:12,2009-04-11 16:33:32,500.000,WFPC2 ,PC1-FIX,F255W,2599.000,11975,2009-04-12 15:44:26,UBAI6009M,,,0.506
UBAI600AM,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 17:43:12,2009-04-11 17:51:32,500.000,WFPC2 ,PC1-FIX,F255W,2599.000,11975,2009-04-12 15:45:40,UBAI600AM,,,0.506
UBAI600BM,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 17:55:12,2009-04-11 17:57:12,120.000,WFPC2 ,PC1-FIX,F336W,3344.000,11975,2009-04-12 15:46:37,UBAI600BM,,,0.506
UBAI600CM,NGC6121-M4,16 23 37.631,-26 31 36.99,17,2009-04-11 17:59:12,2009-04-11 18:01:12,120.000,WFPC2 ,PC1-FIX,F336W,3344.000,11975,2009-04-12 15:48:24,UBAI600CM,,,0.506
IC0559010,M-4,16 23 33.414,-26 31 46.83,6,2013-05-19 15:46:30,2013-05-19 16:28:06,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-19 18:50:30,IC0559010,,,0.509
IC0559MRQ,M-4,16 23 33.414,-26 31 46.83,6,2013-05-19 15:43:34,2013-05-19 15:43:54,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-05-19 18:43:29,IC0559MRQ,,,0.509
U3550101T,PSR-B1620-26,16 23 36.245,-26 32 08.93,2,1996-06-05 17:22:16,1996-06-05 17:22:56,40.000,WFPC2 ,PC1,F555W,5439.000,6116,1997-06-05 19:28:54,U3550101T,,,0.646
U3550102T,PSR-B1620-26,16 23 36.245,-26 32 08.93,2,1996-06-05 17:25:16,1996-06-05 17:25:56,40.000,WFPC2 ,PC1,F814W,8012.000,6116,1997-06-05 19:54:35,U3550102T,,,0.646
U3550103T,PSR-B1620-26,16 23 36.245,-26 32 08.93,2,1996-06-05 17:28:16,1996-06-05 17:28:19,3.000,WFPC2 ,PC1,F555W,5439.000,6116,1997-06-05 19:48:08,U3550103T,,,0.646
U3550104T,PSR-B1620-26,16 23 36.245,-26 32 08.93,2,1996-06-05 17:30:16,1996-06-05 17:30:19,3.000,WFPC2 ,PC1,F555W,5439.000,6116,1997-06-05 20:19:53,U3550104T,,,0.646
